Date,Hour,Waterlevel
01/16/2008,10,940
01/16/2008,13,917
01/16/2008,16,924
01/16/2008,19,935
01/16/2008,22,944
01/17/2008,1,963
01/17/2008,4,969
01/17/2008,7,960
01/17/2008,10,944
01/17/2008,13,925
01/17/2008,16,956
01/17/2008,19,1004
01/17/2008,22,1074
01/18/2008,1,1109
01/18/2008,4,1120
01/18/2008,7,1112
01/18/2008,10,1094
01/18/2008,13,1083
01/18/2008,16,1100.5
01/18/2008,19,1119
01/18/2008,22,1132
01/19/2008,1,1145
01/19/2008,4,1142.5
01/19/2008,7,1121
01/19/2008,10,1107
01/19/2008,13,1103
01/19/2008,16,1117
01/19/2008,19,1136
01/19/2008,22,1144
01/20/2008,1,1152
01/20/2008,4,1160.5
01/20/2008,7,1155
01/20/2008,10,1147
01/20/2008,13,1141
01/20/2008,16,1158
01/20/2008,19,1164
01/20/2008,22,1167.5
01/21/2008,1,1161
01/21/2008,4,1148
01/21/2008,7,1135
01/21/2008,10,1117.5
01/21/2008,13,1106
01/21/2008,16,1097
01/21/2008,19,1090
01/21/2008,22,1086
01/22/2008,1,1083
01/22/2008,4,1078
01/22/2008,7,1068
01/22/2008,10,1059
01/22/2008,13,1051
01/22/2008,16,1050.5
01/22/2008,19,1071
01/22/2008,22,1078
01/23/2008,1,1083
01/23/2008,4,1072
01/23/2008,7,1057
01/23/2008,10,1041
01/23/2008,13,1025
01/23/2008,16,1021
01/23/2008,19,1030
01/23/2008,22,1036
01/24/2008,1,1040
01/24/2008,4,1035
01/24/2008,7,1027
01/24/2008,10,1011
01/24/2008,13,976
01/24/2008,16,1005.5
01/24/2008,19,1038
01/24/2008,22,1066
01/25/2008,1,1081
01/25/2008,4,1073
01/25/2008,7,1063
01/25/2008,10,1042
01/25/2008,13,1014
01/25/2008,16,1011.5
01/25/2008,19,1058
01/25/2008,22,1086
01/26/2008,1,1111
01/26/2008,4,1136.5
01/26/2008,7,1137
01/26/2008,10,1137.5
01/26/2008,13,1141
01/26/2008,16,1150
01/26/2008,19,1164
01/26/2008,22,1171
01/27/2008,1,1182
01/27/2008,4,1169.5
01/27/2008,7,1151
01/27/2008,10,1130
01/27/2008,13,1118
01/27/2008,16,1107.5
01/27/2008,19,1101
01/27/2008,22,1081
01/28/2008,1,1057
01/28/2008,4,1026
01/28/2008,7,995
01/28/2008,10,947
01/28/2008,13,923
01/28/2008,16,916.5
01/28/2008,19,928
01/28/2008,22,955
01/29/2008,1,969
01/29/2008,4,970
01/29/2008,7,953
01/29/2008,10,936
01/29/2008,13,926
01/29/2008,16,917.5
01/29/2008,19,911
01/29/2008,22,916
01/30/2008,1,950
01/30/2008,4,946
01/30/2008,7,940
01/30/2008,10,926
01/30/2008,13,905
01/30/2008,16,900
01/30/2008,19,897
01/30/2008,22,901
01/31/2008,1,908
01/31/2008,4,934
01/31/2008,7,923
01/31/2008,10,919
01/31/2008,13,913
01/31/2008,16,898
01/31/2008,19,891
01/31/2008,22,896
02/01/2008,1,904
02/01/2008,4,944.5
02/01/2008,7,1042
02/01/2008,10,1080
02/01/2008,13,1070.333333
02/01/2008,16,1067
02/01/2008,19,1064.666667
02/01/2008,22,1070.5
02/02/2008,1,1082
02/02/2008,4,1099
02/02/2008,7,1119
02/02/2008,10,1108.5
02/02/2008,13,1099
02/02/2008,16,1099.5
02/02/2008,19,1128
02/02/2008,22,1148
02/03/2008,1,1154
02/03/2008,4,1153.5
02/03/2008,7,1140
02/03/2008,10,1136
02/03/2008,13,1142
02/03/2008,16,1157.5
02/03/2008,19,1172
02/03/2008,22,1182.5
02/04/2008,1,1193
02/04/2008,4,1191.5
02/04/2008,7,1170
02/04/2008,10,1144.5
02/04/2008,13,1120
02/04/2008,16,1124
02/04/2008,19,1146
02/04/2008,22,1155
02/05/2008,1,1157
02/05/2008,4,1141
02/05/2008,7,1113
02/05/2008,10,1081
02/05/2008,13,1054
02/05/2008,16,1051
02/05/2008,19,1069
02/05/2008,22,1076.5
02/06/2008,1,1081
02/06/2008,4,1081.5
02/06/2008,7,1075
02/06/2008,10,1042.5
02/06/2008,13,1010
02/06/2008,16,988.5
02/06/2008,19,962
02/06/2008,22,958.5
02/07/2008,1,978
02/07/2008,4,998.5
02/07/2008,7,1018
02/07/2008,10,983
02/07/2008,13,948
02/07/2008,16,911.5
02/07/2008,19,887
02/07/2008,22,885
02/08/2008,1,888
02/08/2008,4,888.5
02/08/2008,7,889
02/08/2008,10,884.5
02/08/2008,13,880
02/08/2008,16,869.5
02/08/2008,19,859
02/08/2008,22,870
02/09/2008,1,881
02/09/2008,4,936
02/09/2008,7,939
02/09/2008,10,911.5
02/09/2008,13,884
02/09/2008,16,860.5
02/09/2008,19,848
02/09/2008,22,873.5
02/10/2008,1,922
02/10/2008,4,914
02/10/2008,7,910
02/10/2008,10,887
02/10/2008,13,860
02/10/2008,16,854
02/10/2008,19,849
02/10/2008,22,857
02/11/2008,1,865
02/11/2008,4,898
02/11/2008,7,908
02/11/2008,10,904
02/11/2008,13,901
02/11/2008,16,888
02/11/2008,19,878
02/11/2008,22,862
02/12/2008,1,863
02/12/2008,4,886
02/12/2008,7,904
02/12/2008,10,884
02/12/2008,13,861
02/12/2008,16,857
02/12/2008,19,850
02/12/2008,22,855
02/13/2008,1,869
02/13/2008,4,917
02/13/2008,7,930
02/13/2008,10,900.5
02/13/2008,13,875
02/13/2008,16,868.5
02/13/2008,19,863
02/13/2008,22,879.5
02/14/2008,1,898
02/14/2008,4,913.5
02/14/2008,7,936
02/14/2008,10,912
02/14/2008,13,879
02/14/2008,16,869
02/14/2008,19,887
02/14/2008,22,907.5
02/15/2008,1,925
02/15/2008,4,941.5
02/15/2008,7,937
02/15/2008,10,918
02/15/2008,13,895
02/15/2008,16,874
02/15/2008,19,887
02/15/2008,22,902.5
02/16/2008,1,930
02/16/2008,4,945.5
02/16/2008,7,932
02/16/2008,10,897.5
02/16/2008,13,865
02/16/2008,16,857.5
02/16/2008,19,886
02/16/2008,22,919
02/17/2008,1,941
02/17/2008,4,951
02/17/2008,7,940
02/17/2008,10,901.5
02/17/2008,13,863
02/17/2008,16,849.5
02/17/2008,19,852
02/17/2008,22,874
02/18/2008,1,898
02/18/2008,4,922.5
02/18/2008,7,940
02/18/2008,10,911.5
02/18/2008,13,874
02/18/2008,16,875.5
02/18/2008,19,910
02/18/2008,22,942
02/19/2008,1,967
02/19/2008,4,965.5
02/19/2008,7,940
02/19/2008,10,906
02/19/2008,13,873
02/19/2008,16,900.5
02/19/2008,19,964
02/19/2008,22,995
02/20/2008,1,1002
02/20/2008,4,992.5
02/20/2008,7,975
02/20/2008,10,954.5
02/20/2008,13,936
02/20/2008,16,954.5
02/20/2008,19,987
02/20/2008,22,1010
02/21/2008,1,1022
02/21/2008,4,1006.5
02/21/2008,7,981
02/21/2008,10,949.5
02/21/2008,13,911
02/21/2008,16,923
02/21/2008,19,955
02/21/2008,22,969
02/22/2008,1,976
02/22/2008,4,964.5
02/22/2008,7,945
02/22/2008,10,911
02/22/2008,13,876
02/22/2008,16,882.5
02/22/2008,19,901
02/22/2008,22,914.5
02/23/2008,1,923
02/23/2008,4,921
02/23/2008,7,897
02/23/2008,10,876.5
02/23/2008,13,859
02/23/2008,16,854
02/23/2008,19,876
02/23/2008,22,894
02/24/2008,1,919
02/24/2008,4,914.5
02/24/2008,7,899
02/24/2008,10,886.5
02/24/2008,13,873
02/24/2008,16,867.5
02/24/2008,19,878
02/24/2008,22,887.5
02/25/2008,1,898
02/25/2008,4,914
02/25/2008,7,909
02/25/2008,10,876.5
02/25/2008,13,868
02/25/2008,16,858.5
02/25/2008,19,875
02/25/2008,22,896
02/26/2008,1,921
02/26/2008,4,909.5
02/26/2008,7,901
02/26/2008,10,878
02/26/2008,13,873
02/26/2008,16,889.5
02/26/2008,19,903
02/26/2008,22,920.5
02/27/2008,1,952
02/27/2008,4,998
02/27/2008,7,1082.666667
02/27/2008,10,1114.333333
02/27/2008,13,1116.333333
02/27/2008,16,1117.666667
02/27/2008,19,1125.333333
02/27/2008,22,1138.75
02/28/2008,1,1149
02/28/2008,4,1157.5
02/28/2008,7,1155
02/28/2008,10,1139.5
02/28/2008,13,1134
02/28/2008,16,1145.5
02/28/2008,19,1156
02/28/2008,22,1150.5
02/29/2008,1,1139
02/29/2008,4,1125.5
02/29/2008,7,1108
02/29/2008,10,1081
02/29/2008,13,1050
02/29/2008,16,1048
02/29/2008,19,1068
02/29/2008,22,1085.5
03/01/2008,1,1095
03/01/2008,4,1071.5
03/01/2008,7,1049
03/01/2008,10,1022.5
03/01/2008,13,994
03/01/2008,16,977
03/01/2008,19,983
03/01/2008,22,1006.5
03/02/2008,1,1037
03/02/2008,4,1051.5
03/02/2008,7,1068
03/02/2008,10,1073.5
03/02/2008,13,1073
03/02/2008,16,1078
03/02/2008,19,1088
03/02/2008,22,1100.5
03/03/2008,1,1110
03/03/2008,4,1118
03/03/2008,7,1116
03/03/2008,10,1110.5
03/03/2008,13,1104
03/03/2008,16,1117.5
03/03/2008,19,1140
03/03/2008,22,1157
03/04/2008,1,1167
03/04/2008,4,1155
03/04/2008,7,1130
03/04/2008,10,1119
03/04/2008,13,1106
03/04/2008,16,1134.5
03/04/2008,19,1151
03/04/2008,22,1156.5
03/05/2008,1,1154
03/05/2008,4,1132.5
03/05/2008,7,1111
03/05/2008,10,1078
03/05/2008,13,1054
03/05/2008,16,1053.5
03/05/2008,19,1066
03/05/2008,22,1081
03/06/2008,1,1102
03/06/2008,4,1053
03/06/2008,7,1000
03/06/2008,10,979.5
03/06/2008,13,973
03/06/2008,16,968.5
03/06/2008,19,963
03/06/2008,22,968
03/07/2008,1,978
03/07/2008,4,968.5
03/07/2008,7,957
03/07/2008,10,944.5
03/07/2008,13,924
03/07/2008,16,907
03/07/2008,19,887
03/07/2008,22,884
03/08/2008,1,891
03/08/2008,4,887.5
03/08/2008,7,884
03/08/2008,10,875
03/08/2008,13,865
03/08/2008,16,862
03/08/2008,19,860
03/08/2008,22,865.5
03/09/2008,1,872
03/09/2008,4,883.5
03/09/2008,7,890
03/09/2008,10,893.5
03/09/2008,13,887
03/09/2008,16,882.5
03/09/2008,19,876
03/09/2008,22,871
03/10/2008,1,877
03/10/2008,4,882
03/10/2008,7,878
03/10/2008,10,868.5
03/10/2008,13,861
03/10/2008,16,855
03/10/2008,19,850
03/10/2008,22,847.5
03/11/2008,1,857
03/11/2008,4,880
03/11/2008,7,884
03/11/2008,10,878
03/11/2008,13,871
03/11/2008,16,866
03/11/2008,19,874
03/11/2008,22,887.5
03/12/2008,1,897
03/12/2008,4,909.5
03/12/2008,7,904
03/12/2008,10,887.5
03/12/2008,13,872
03/12/2008,16,864.5
03/12/2008,19,864
03/12/2008,22,872.5
03/13/2008,1,883
03/13/2008,4,895
03/13/2008,7,892
03/13/2008,10,879
03/13/2008,13,862
03/13/2008,16,868
03/13/2008,19,881
03/13/2008,22,889
03/14/2008,1,896
03/14/2008,4,907
03/14/2008,7,904
03/14/2008,10,893
03/14/2008,13,879
03/14/2008,16,890
03/14/2008,19,907
03/14/2008,22,922
03/15/2008,1,935
03/15/2008,4,949.5
03/15/2008,7,939
03/15/2008,10,910
03/15/2008,13,883
03/15/2008,16,918.5
03/15/2008,19,958
03/15/2008,22,983
03/16/2008,1,1003
03/16/2008,4,1013.5
03/16/2008,7,1010
03/16/2008,10,987
03/16/2008,13,964
03/16/2008,16,990.5
03/16/2008,19,1020
03/16/2008,22,1042.5
03/17/2008,1,1055
03/17/2008,4,1045.5
03/17/2008,7,1024
03/17/2008,10,988.5
03/17/2008,13,959
03/17/2008,16,957
03/17/2008,19,1001
03/17/2008,22,1034
03/18/2008,1,1058
03/18/2008,4,1041.5
03/18/2008,7,1006
03/18/2008,10,974
03/18/2008,13,954
03/18/2008,16,968
03/18/2008,19,982
03/18/2008,22,998.5
03/19/2008,1,1020
03/19/2008,4,995
03/19/2008,7,970
03/19/2008,10,951.5
03/19/2008,13,937
03/19/2008,16,940.5
03/19/2008,19,943
03/19/2008,22,954
03/20/2008,1,965
03/20/2008,4,968.5
03/20/2008,7,962
03/20/2008,10,951
03/20/2008,13,935
03/20/2008,16,934.5
03/20/2008,19,949
03/20/2008,22,962.5
03/21/2008,1,977
03/21/2008,4,1006
03/21/2008,7,991
03/21/2008,10,966.5
03/21/2008,13,941
03/21/2008,16,934
03/21/2008,19,940
03/21/2008,22,955
03/22/2008,1,968
03/22/2008,4,990
03/22/2008,7,977
03/22/2008,10,955
03/22/2008,13,942
03/22/2008,16,942.5
03/22/2008,19,960
03/22/2008,22,973.5
03/23/2008,1,991
03/23/2008,4,1002
03/23/2008,7,983
03/23/2008,10,992.5
03/23/2008,13,1010
03/23/2008,16,999
03/23/2008,19,1003
03/23/2008,22,1009
03/24/2008,1,1014
03/24/2008,4,999
03/24/2008,7,984
03/24/2008,10,977.5
03/24/2008,13,972
03/24/2008,16,964.5
03/24/2008,19,958
03/24/2008,22,966
03/25/2008,1,970
03/25/2008,4,970.5
03/25/2008,7,964
03/25/2008,10,958.5
03/25/2008,13,954
03/25/2008,16,946
03/25/2008,19,939
03/25/2008,22,948.5
03/26/2008,1,959
03/26/2008,4,959.5
03/26/2008,7,937
03/26/2008,10,930
03/26/2008,13,927
03/26/2008,16,944.5
03/26/2008,19,970
03/26/2008,22,985
03/27/2008,1,992
03/27/2008,4,982
03/27/2008,7,963
03/27/2008,10,954
03/27/2008,13,944
03/27/2008,16,952
03/27/2008,19,962
03/27/2008,22,967.5
03/28/2008,1,972
03/28/2008,4,975.5
03/28/2008,7,969
03/28/2008,10,951.5
03/28/2008,13,960
03/28/2008,16,926.5
03/28/2008,19,925
03/28/2008,22,934
03/29/2008,1,952
03/29/2008,4,975
03/29/2008,7,978
03/29/2008,10,954.5
03/29/2008,13,932
03/29/2008,16,937
03/29/2008,19,962
03/29/2008,22,972.5
03/30/2008,1,978
03/30/2008,4,954.5
03/30/2008,7,928
03/30/2008,10,915
03/30/2008,13,904
03/30/2008,16,911
03/30/2008,19,920
03/30/2008,22,925.5
03/31/2008,1,929
03/31/2008,4,925
03/31/2008,7,918
03/31/2008,10,916
03/31/2008,13,912
03/31/2008,16,919
03/31/2008,19,937
03/31/2008,22,952
04/01/2008,1,963
04/01/2008,4,966.5
04/01/2008,7,954
04/01/2008,10,939
04/01/2008,13,926
04/01/2008,16,919
04/01/2008,19,924
04/01/2008,22,934.5
04/02/2008,1,947
04/02/2008,4,956
04/02/2008,7,952
04/02/2008,10,944
04/02/2008,13,934
04/02/2008,16,931.5
04/02/2008,19,941
04/02/2008,22,945
04/03/2008,1,950
04/03/2008,4,955
04/03/2008,7,960
04/03/2008,10,960
04/03/2008,13,948
04/03/2008,16,961
04/03/2008,19,983
04/03/2008,22,999.5
04/04/2008,1,1010
04/04/2008,4,1008.5
04/04/2008,7,991
04/04/2008,10,971
04/04/2008,13,955
04/04/2008,16,954.5
04/04/2008,19,966
04/04/2008,22,987.5
04/05/2008,1,1000
04/05/2008,4,981.5
04/05/2008,7,981
04/05/2008,10,961
04/05/2008,13,951
04/05/2008,16,949.5
04/05/2008,19,962
04/05/2008,22,982.5
04/06/2008,1,1003
04/06/2008,4,1009.5
04/06/2008,7,993
04/06/2008,10,972.5
04/06/2008,13,958
04/06/2008,16,946.5
04/06/2008,19,937
04/06/2008,22,944.5
04/07/2008,1,954
04/07/2008,4,951
04/07/2008,7,933
04/07/2008,10,925.5
04/07/2008,13,922
04/07/2008,16,920
04/07/2008,19,900
04/07/2008,22,910
04/08/2008,1,942
04/08/2008,4,937.5
04/08/2008,7,934
04/08/2008,10,928.5
04/08/2008,13,925
04/08/2008,16,924
04/08/2008,19,938
04/08/2008,22,948
04/09/2008,1,958
04/09/2008,4,965
04/09/2008,7,962
04/09/2008,10,954
04/09/2008,13,945
04/09/2008,16,933
04/09/2008,19,938
04/09/2008,22,945.5
04/10/2008,1,959
04/10/2008,4,976.5
04/10/2008,7,969
04/10/2008,10,959
04/10/2008,13,954
04/10/2008,16,944.5
04/10/2008,19,940
04/10/2008,22,945
04/11/2008,1,953
04/11/2008,4,965.5
04/11/2008,7,959
04/11/2008,10,947
04/11/2008,13,937
04/11/2008,16,929
04/11/2008,19,934
04/11/2008,22,943.5
04/12/2008,1,951
04/12/2008,4,952
04/12/2008,7,943
04/12/2008,10,935
04/12/2008,13,929
04/12/2008,16,929.5
04/12/2008,19,937
04/12/2008,22,946.5
04/13/2008,1,956
04/13/2008,4,958
04/13/2008,7,953
04/13/2008,10,946.5
04/13/2008,13,933
04/13/2008,16,930
04/13/2008,19,934
04/13/2008,22,943.5
04/14/2008,1,950
04/14/2008,4,947.5
04/14/2008,7,928
04/14/2008,10,947.5
04/14/2008,13,978
04/14/2008,16,1015.5
04/14/2008,19,1054
04/14/2008,22,1076
04/15/2008,1,1087
04/15/2008,4,1095.5
04/15/2008,7,1096
04/15/2008,10,1072
04/15/2008,13,1057
04/15/2008,16,1033.5
04/15/2008,19,1003
04/15/2008,22,990
04/16/2008,1,977
04/16/2008,4,965.5
04/16/2008,7,951
04/16/2008,10,945.5
04/16/2008,13,941
04/16/2008,16,942.5
04/16/2008,19,955
04/16/2008,22,966.5
04/17/2008,1,975
04/17/2008,4,970.5
04/17/2008,7,954
04/17/2008,10,941.5
04/17/2008,13,928
04/17/2008,16,925.5
04/17/2008,19,947
04/17/2008,22,954
04/18/2008,1,959
04/18/2008,4,960
04/18/2008,7,951
04/18/2008,10,932
04/18/2008,13,924
04/18/2008,16,935.5
04/18/2008,19,972
04/18/2008,22,977
04/19/2008,1,984
04/19/2008,4,989
04/19/2008,7,974
04/19/2008,10,937
04/19/2008,13,918
04/19/2008,16,912
04/19/2008,19,933
04/19/2008,22,952.5
04/20/2008,1,980
04/20/2008,4,984
04/20/2008,7,947
04/20/2008,10,911
04/20/2008,13,887
04/20/2008,16,880
04/20/2008,19,903
04/20/2008,22,928.5
04/21/2008,1,942
04/21/2008,4,937
04/21/2008,7,926
04/21/2008,10,908
04/21/2008,13,888
04/21/2008,16,870
04/21/2008,19,886
04/21/2008,22,897
04/22/2008,1,912
04/22/2008,4,934
04/22/2008,7,937
04/22/2008,10,925.5
04/22/2008,13,916
04/22/2008,16,902
04/22/2008,19,902
04/22/2008,22,914.5
04/23/2008,1,932
04/23/2008,4,935
04/23/2008,7,929
04/23/2008,10,903
04/23/2008,13,878
04/23/2008,16,871
04/23/2008,19,882
04/23/2008,22,898
04/24/2008,1,916
04/24/2008,4,929
04/24/2008,7,919
04/24/2008,10,902
04/24/2008,13,881
04/24/2008,16,864
04/24/2008,19,884
04/24/2008,22,893
04/25/2008,1,916
04/25/2008,4,938
04/25/2008,7,925
04/25/2008,10,906
04/25/2008,13,883
04/25/2008,16,879
04/25/2008,19,880
04/25/2008,22,889
04/26/2008,1,905
04/26/2008,4,922
04/26/2008,7,928
04/26/2008,10,896
04/26/2008,13,868
04/26/2008,16,861
04/26/2008,19,878
04/26/2008,22,884
04/27/2008,1,903
04/27/2008,4,914
04/27/2008,7,932
04/27/2008,10,924
04/27/2008,13,911
04/27/2008,16,898
04/27/2008,19,877
04/27/2008,22,882
04/28/2008,1,890
04/28/2008,4,919
04/28/2008,7,900
04/28/2008,10,882
04/28/2008,13,866
04/28/2008,16,892
04/28/2008,19,925
04/28/2008,22,943
04/29/2008,1,957
04/29/2008,4,969
04/29/2008,7,955
04/29/2008,10,931.5
04/29/2008,13,903
04/29/2008,16,888.5
04/29/2008,19,898
04/29/2008,22,915
04/30/2008,1,931
04/30/2008,4,937
04/30/2008,7,929
04/30/2008,10,904
04/30/2008,13,873
04/30/2008,16,865
04/30/2008,19,879
04/30/2008,22,892
05/01/2008,1,908
05/01/2008,4,924
05/01/2008,7,920
05/01/2008,10,917
05/01/2008,13,911
05/01/2008,16,900
05/01/2008,19,913
05/01/2008,22,919
05/02/2008,1,923
05/02/2008,4,902
05/02/2008,7,870
05/02/2008,10,883
05/02/2008,13,904
05/02/2008,16,915
05/02/2008,19,952
05/02/2008,22,975.5
05/03/2008,1,996
05/03/2008,4,994.5
05/03/2008,7,980
05/03/2008,10,958
05/03/2008,13,947
05/03/2008,16,963.5
05/03/2008,19,987
05/03/2008,22,994
05/04/2008,1,1002
05/04/2008,4,988
05/04/2008,7,982
05/04/2008,10,971.5
05/04/2008,13,953
05/04/2008,16,971
05/04/2008,19,1000
05/04/2008,22,1014.5
05/05/2008,1,1034
05/05/2008,4,1056
05/05/2008,7,1089
05/05/2008,10,1116.666667
05/05/2008,13,1139.666667
05/05/2008,16,1172.333333
05/05/2008,19,1191.333333
05/05/2008,22,1200.5
05/06/2008,1,1208
05/06/2008,4,1195.5
05/06/2008,7,1185
05/06/2008,10,1177
05/06/2008,13,1167
05/06/2008,16,1155
05/06/2008,19,1141
05/06/2008,22,1134
05/07/2008,1,1128
05/07/2008,4,1116
05/07/2008,7,1098
05/07/2008,10,1068.5
05/07/2008,13,1054
05/07/2008,16,1068
05/07/2008,19,1075
05/07/2008,22,1079
05/08/2008,1,1084
05/08/2008,4,1081.5
05/08/2008,7,1065
05/08/2008,10,1044.5
05/08/2008,13,1032
05/08/2008,16,1046.5
05/08/2008,19,1061
05/08/2008,22,1067.5
05/09/2008,1,1074
05/09/2008,4,1062.5
05/09/2008,7,1051
05/09/2008,10,1038.5
05/09/2008,13,1010
05/09/2008,16,1010
05/09/2008,19,1045
05/09/2008,22,1056
05/10/2008,1,1065
05/10/2008,4,1070
05/10/2008,7,1068
05/10/2008,10,1061
05/10/2008,13,1058
05/10/2008,16,1073
05/10/2008,19,1083
05/10/2008,22,1087
05/11/2008,1,1080
05/11/2008,4,1062.5
05/11/2008,7,1051
05/11/2008,10,1033
05/11/2008,13,1016
05/11/2008,16,1014.5
05/11/2008,19,1024
05/11/2008,22,1037
05/12/2008,1,1038
05/12/2008,4,1026.5
05/12/2008,7,1018
05/12/2008,10,1004
05/12/2008,13,993
05/12/2008,16,1005.5
05/12/2008,19,1028
05/12/2008,22,1045
05/13/2008,1,1053
05/13/2008,4,1049.5
05/13/2008,7,1032
05/13/2008,10,1024
05/13/2008,13,1016
05/13/2008,16,1014
05/13/2008,19,1033
05/13/2008,22,1043
05/14/2008,1,1050
05/14/2008,4,1041.5
05/14/2008,7,1034
05/14/2008,10,1010.5
05/14/2008,13,989
05/14/2008,16,983
05/14/2008,19,1008
05/14/2008,22,1022.5
05/15/2008,1,1032
05/15/2008,4,1022.5
05/15/2008,7,1010
05/15/2008,10,984
05/15/2008,13,962
05/15/2008,16,980
05/15/2008,19,1005
05/15/2008,22,1029
05/16/2008,1,1033
05/16/2008,4,1027
05/16/2008,7,1022
05/16/2008,10,996.5
05/16/2008,13,975
05/16/2008,16,976.5
05/16/2008,19,1000
05/16/2008,22,1020.5
05/17/2008,1,1036
05/17/2008,4,1027
05/17/2008,7,1020
05/17/2008,10,1012
05/17/2008,13,999
05/17/2008,16,1008.5
05/17/2008,19,1021
05/17/2008,22,1033
05/18/2008,1,1043
05/18/2008,4,1027.5
05/18/2008,7,1016
05/18/2008,10,1003.5
05/18/2008,13,989
05/18/2008,16,999.5
05/18/2008,19,1018
05/18/2008,22,1031
05/19/2008,1,1030
05/19/2008,4,1005.5
05/19/2008,7,961
05/19/2008,10,952
05/19/2008,13,951
05/19/2008,16,970
05/19/2008,19,1011
05/19/2008,22,1039.5
05/20/2008,1,1056
05/20/2008,4,1061.5
05/20/2008,7,1054
05/20/2008,10,1041.5
05/20/2008,13,1028
05/20/2008,16,1034
05/20/2008,19,1054
05/20/2008,22,1066.5
05/21/2008,1,1074
05/21/2008,4,1069
05/21/2008,7,1061
05/21/2008,10,1035.5
05/21/2008,13,1018
05/21/2008,16,1019
05/21/2008,19,1033
05/21/2008,22,1046
05/22/2008,1,1053
05/22/2008,4,1049
05/22/2008,7,1038
05/22/2008,10,1013
05/22/2008,13,992
05/22/2008,16,995
05/22/2008,19,1016
05/22/2008,22,1030.5
05/23/2008,1,1036
05/23/2008,4,1028
05/23/2008,7,1021
05/23/2008,10,1002.5
05/23/2008,13,980
05/23/2008,16,990.5
05/23/2008,19,1015
05/23/2008,22,1033.5
05/24/2008,1,1045
05/24/2008,4,1036.5
05/24/2008,7,1026
05/24/2008,10,1000
05/24/2008,13,975
05/24/2008,16,967
05/24/2008,19,994
05/24/2008,22,1009
05/25/2008,1,1021
05/25/2008,4,1026.5
05/25/2008,7,1016
05/25/2008,10,991
05/25/2008,13,973
05/25/2008,16,955
05/25/2008,19,956
05/25/2008,22,974
05/26/2008,1,988
05/26/2008,4,990
05/26/2008,7,985
05/26/2008,10,983
05/26/2008,13,983
05/26/2008,16,1002
05/26/2008,19,1030
05/26/2008,22,1044
05/27/2008,1,1049
05/27/2008,4,1038.5
05/27/2008,7,1025
05/27/2008,10,999.5
05/27/2008,13,981
05/27/2008,16,993
05/27/2008,19,1017
05/27/2008,22,1032
05/28/2008,1,1037
05/28/2008,4,1042
05/28/2008,7,1044
05/28/2008,10,1030.5
