Date,Hour,Waterlevel
02/12/2008,10,80
02/12/2008,13,80
02/12/2008,16,81
02/12/2008,19,81
02/12/2008,22,85
02/13/2008,1,90
02/13/2008,4,89
02/13/2008,7,85
02/13/2008,10,86
02/13/2008,13,90
02/13/2008,16,92
02/13/2008,19,92
02/13/2008,22,101
02/14/2008,1,118
02/14/2008,4,126
02/14/2008,7,122
02/14/2008,10,116
02/14/2008,13,114
02/14/2008,16,109
02/14/2008,19,108
02/14/2008,22,104
02/15/2008,1,108
02/15/2008,4,124
02/15/2008,7,138
02/15/2008,10,139
02/15/2008,13,136
02/15/2008,16,128
02/15/2008,19,122
02/15/2008,22,117
02/16/2008,1,116
02/16/2008,4,134.5
02/16/2008,7,150
02/16/2008,10,154.5
02/16/2008,13,151
02/16/2008,16,144
02/16/2008,19,138
02/16/2008,22,135
02/17/2008,1,132
02/17/2008,4,145
02/17/2008,7,154
02/17/2008,10,162
02/17/2008,13,159
02/17/2008,16,152
02/17/2008,19,146
02/17/2008,22,137
02/18/2008,1,130
02/18/2008,4,132
02/18/2008,7,142
02/18/2008,10,156
02/18/2008,13,152
02/18/2008,16,147
02/18/2008,19,138
02/18/2008,22,127
02/19/2008,1,118
02/19/2008,4,118
02/19/2008,7,128
02/19/2008,10,148
02/19/2008,13,163
02/19/2008,16,163
02/19/2008,19,158
02/19/2008,22,152
02/20/2008,1,144
02/20/2008,4,141
02/20/2008,7,148
02/20/2008,10,176
02/20/2008,13,193
02/20/2008,16,194
02/20/2008,19,191
02/20/2008,22,186.5
02/21/2008,1,182
02/21/2008,4,179
02/21/2008,7,179
02/21/2008,10,194
02/21/2008,13,208
02/21/2008,16,211
02/21/2008,19,208
02/21/2008,22,200
02/22/2008,1,190
02/22/2008,4,183
02/22/2008,7,182
02/22/2008,10,185
02/22/2008,13,192
02/22/2008,16,192.5
02/22/2008,19,188
02/22/2008,22,181
02/23/2008,1,172
02/23/2008,4,164
02/23/2008,7,162
02/23/2008,10,164.5
02/23/2008,13,172
02/23/2008,16,171
02/23/2008,19,166
02/23/2008,22,163
02/24/2008,1,158
02/24/2008,4,149
02/24/2008,7,148
02/24/2008,10,146.5
02/24/2008,13,154
02/24/2008,16,159
02/24/2008,19,160
02/24/2008,22,158
02/25/2008,1,152
02/25/2008,4,146
02/25/2008,7,138
02/25/2008,10,138
02/25/2008,13,140
02/25/2008,16,139
02/25/2008,19,136
02/25/2008,22,143
02/26/2008,1,144
02/26/2008,4,141
02/26/2008,7,137
02/26/2008,10,139
02/26/2008,13,141
02/26/2008,16,142.5
02/26/2008,19,145
02/26/2008,22,151
02/27/2008,1,157
02/27/2008,4,157
02/27/2008,7,157
02/27/2008,10,160.5
02/27/2008,13,167
02/27/2008,16,172.5
02/27/2008,19,182
02/27/2008,22,189
02/28/2008,1,200
02/28/2008,4,213
02/28/2008,7,226
02/28/2008,10,232
02/28/2008,13,240
02/28/2008,16,244.5
02/28/2008,19,248
02/28/2008,22,252
02/29/2008,1,256
02/29/2008,4,261
02/29/2008,7,267
02/29/2008,10,271
02/29/2008,13,272
02/29/2008,16,268.5
02/29/2008,19,262
02/29/2008,22,254
03/01/2008,1,248
03/01/2008,4,245
03/01/2008,7,242
03/01/2008,10,241
03/01/2008,13,234
03/01/2008,16,227.5
03/01/2008,19,219
03/01/2008,22,208
03/02/2008,1,200
03/02/2008,4,197
03/02/2008,7,196
03/02/2008,10,196
03/02/2008,13,196
03/02/2008,16,190
03/02/2008,19,186
03/02/2008,22,183.5
03/03/2008,1,183
03/03/2008,4,185
03/03/2008,7,192
03/03/2008,10,198
03/03/2008,13,200
03/03/2008,16,200
03/03/2008,19,200
03/03/2008,22,197
03/04/2008,1,194
03/04/2008,4,198
03/04/2008,7,206
03/04/2008,10,214.5
03/04/2008,13,220
03/04/2008,16,222
03/04/2008,19,222
03/04/2008,22,217
03/05/2008,1,210
03/05/2008,4,212
03/05/2008,7,218
03/05/2008,10,232
03/05/2008,13,238
03/05/2008,16,237
03/05/2008,19,234
03/05/2008,22,228
03/06/2008,1,222
03/06/2008,4,217
03/06/2008,7,216
03/06/2008,10,225
03/06/2008,13,228
03/06/2008,16,225
03/06/2008,19,218
03/06/2008,22,207
03/07/2008,1,198
03/07/2008,4,190.5
03/07/2008,7,183
03/07/2008,10,191
03/07/2008,13,201
03/07/2008,16,197.5
03/07/2008,19,190
03/07/2008,22,184
03/08/2008,1,178
03/08/2008,4,172
03/08/2008,7,166
03/08/2008,10,168
03/08/2008,13,176
03/08/2008,16,176.5
03/08/2008,19,174
03/08/2008,22,167.5
03/09/2008,1,160
03/09/2008,4,152
03/09/2008,7,147
03/09/2008,10,148
03/09/2008,13,151
03/09/2008,16,152
03/09/2008,19,150
03/09/2008,22,143
03/10/2008,1,134
03/10/2008,4,127
03/10/2008,7,116
03/10/2008,10,109.5
03/10/2008,13,109
03/10/2008,16,110.5
03/10/2008,19,116
03/10/2008,22,117.5
03/11/2008,1,116
03/11/2008,4,109
03/11/2008,7,104
03/11/2008,10,100
03/11/2008,13,100
03/11/2008,16,108
03/11/2008,19,114
03/11/2008,22,141
03/12/2008,1,154
03/12/2008,4,149
03/12/2008,7,144
03/12/2008,10,142
03/12/2008,13,142
03/12/2008,16,138
03/12/2008,19,140
03/12/2008,22,155
03/13/2008,1,168
03/13/2008,4,170
03/13/2008,7,170
03/13/2008,10,169.5
03/13/2008,13,167
03/13/2008,16,166
03/13/2008,19,160
03/13/2008,22,156
03/14/2008,1,162
03/14/2008,4,174.5
03/14/2008,7,177
03/14/2008,10,177
03/14/2008,13,174
03/14/2008,16,171
03/14/2008,19,168
03/14/2008,22,164
03/15/2008,1,172
03/15/2008,4,185
03/15/2008,7,192
03/15/2008,10,192.5
03/15/2008,13,190
03/15/2008,16,187
03/15/2008,19,184
03/15/2008,22,182
03/16/2008,1,186
03/16/2008,4,194
03/16/2008,7,202
03/16/2008,10,206
03/16/2008,13,210
03/16/2008,16,210
03/16/2008,19,210
03/16/2008,22,204
03/17/2008,1,198
03/17/2008,4,209
03/17/2008,7,220
03/17/2008,10,225
03/17/2008,13,230
03/17/2008,16,225
03/17/2008,19,220
03/17/2008,22,215
03/18/2008,1,210
03/18/2008,4,210
03/18/2008,7,210
03/18/2008,10,216
03/18/2008,13,222
03/18/2008,16,219
03/18/2008,19,216
03/18/2008,22,210
03/19/2008,1,204
03/19/2008,4,201
03/19/2008,7,198
03/19/2008,10,200
03/19/2008,13,202
03/19/2008,16,196
03/19/2008,19,190
03/19/2008,22,182
03/20/2008,1,174
03/20/2008,4,168
03/20/2008,7,162
03/20/2008,10,173.5
03/20/2008,13,185
03/20/2008,16,185
03/20/2008,19,185
03/20/2008,22,181.5
03/21/2008,1,178
03/21/2008,4,174
03/21/2008,7,170
03/21/2008,10,178.5
03/21/2008,13,187
03/21/2008,16,188.5
03/21/2008,19,190
03/21/2008,22,187
03/22/2008,1,184
03/22/2008,4,176
03/22/2008,7,168
03/22/2008,10,172
03/22/2008,13,176
03/22/2008,16,176
03/22/2008,19,176
03/22/2008,22,173
03/23/2008,1,170
03/23/2008,4,166
03/23/2008,7,162
03/23/2008,10,158
03/23/2008,13,154
03/23/2008,16,153
03/23/2008,19,152
03/23/2008,22,152
03/24/2008,1,152
03/24/2008,4,150.5
03/24/2008,7,149
03/24/2008,10,145.5
03/24/2008,13,142
03/24/2008,16,144
03/24/2008,19,146
03/24/2008,22,156
03/25/2008,1,166
03/25/2008,4,164
03/25/2008,7,162
03/25/2008,10,159
03/25/2008,13,156
03/25/2008,16,155
03/25/2008,19,154
03/25/2008,22,162
03/26/2008,1,170
03/26/2008,4,169
03/26/2008,7,168
03/26/2008,10,165
03/26/2008,13,162
03/26/2008,16,159
03/26/2008,19,156
03/26/2008,22,160
03/27/2008,1,164
03/27/2008,4,167
03/27/2008,7,170
03/27/2008,10,167
03/27/2008,13,164
03/27/2008,16,162
03/27/2008,19,160
03/27/2008,22,164
03/28/2008,1,168
03/28/2008,4,171.5
03/28/2008,7,175
03/28/2008,10,167
03/28/2008,13,159
03/28/2008,16,157.5
03/28/2008,19,156
03/28/2008,22,153
03/29/2008,1,150
03/29/2008,4,160
03/29/2008,7,170
03/29/2008,10,163
03/29/2008,13,156
03/29/2008,16,148
03/29/2008,19,140
03/29/2008,22,144
03/30/2008,1,148
03/30/2008,4,155
03/30/2008,7,162
03/30/2008,10,159
03/30/2008,13,156
03/30/2008,16,150
03/30/2008,19,144
03/30/2008,22,138
03/31/2008,1,132
03/31/2008,4,146
03/31/2008,7,160
03/31/2008,10,154
03/31/2008,13,148
03/31/2008,16,140
03/31/2008,19,132
03/31/2008,22,126
04/01/2008,1,120
04/01/2008,4,136
04/01/2008,7,152
04/01/2008,10,150.5
04/01/2008,13,149
04/01/2008,16,145.5
04/01/2008,19,142
04/01/2008,22,138
04/02/2008,1,134
04/02/2008,4,145
04/02/2008,7,156
04/02/2008,10,159
04/02/2008,13,162
04/02/2008,16,159
04/02/2008,19,156
04/02/2008,22,151
04/03/2008,1,146
04/03/2008,4,154
04/03/2008,7,162
04/03/2008,10,166
04/03/2008,13,170
04/03/2008,16,167
04/03/2008,19,164
04/03/2008,22,157
04/04/2008,1,150
04/04/2008,4,153
04/04/2008,7,156
04/04/2008,10,167
04/04/2008,13,178
04/04/2008,16,179
04/04/2008,19,180
04/04/2008,22,176
04/05/2008,1,172
04/05/2008,4,172
04/05/2008,7,172
04/05/2008,10,179.5
04/05/2008,13,187
04/05/2008,16,189.5
04/05/2008,19,192
04/05/2008,22,189
04/06/2008,1,186
04/06/2008,4,183
04/06/2008,7,180
04/06/2008,10,183
04/06/2008,13,186
04/06/2008,16,186
04/06/2008,19,186
04/06/2008,22,186
04/07/2008,1,186
04/07/2008,4,179
04/07/2008,7,172
04/07/2008,10,167
04/07/2008,13,162
04/07/2008,16,164
04/07/2008,19,166
04/07/2008,22,169
04/08/2008,1,172
04/08/2008,4,167.5
04/08/2008,7,163
04/08/2008,10,161.5
04/08/2008,13,160
04/08/2008,16,163.5
04/08/2008,19,167
04/08/2008,22,180.5
04/09/2008,1,194
04/09/2008,4,192
04/09/2008,7,190
04/09/2008,10,186
04/09/2008,13,182
04/09/2008,16,182
04/09/2008,19,182
04/09/2008,22,192
04/10/2008,1,202
04/10/2008,4,202
04/10/2008,7,202
04/10/2008,10,196
04/10/2008,13,190
04/10/2008,16,187
04/10/2008,19,184
04/10/2008,22,188
04/11/2008,1,192
04/11/2008,4,199
04/11/2008,7,206
04/11/2008,10,200.5
04/11/2008,13,195
04/11/2008,16,190.5
04/11/2008,19,186
04/11/2008,22,184
04/12/2008,1,182
04/12/2008,4,194
04/12/2008,7,206
04/12/2008,10,201
04/12/2008,13,196
04/12/2008,16,189
04/12/2008,19,182
04/12/2008,22,177
04/13/2008,1,172
04/13/2008,4,186
04/13/2008,7,200
04/13/2008,10,196
04/13/2008,13,192
04/13/2008,16,182
04/13/2008,19,172
04/13/2008,22,169
04/14/2008,1,166
04/14/2008,4,176.5
04/14/2008,7,187
04/14/2008,10,179.5
04/14/2008,13,172
04/14/2008,16,168
04/14/2008,19,164
04/14/2008,22,154
04/15/2008,1,144
04/15/2008,4,161
04/15/2008,7,178
04/15/2008,10,185
04/15/2008,13,192
04/15/2008,16,193
04/15/2008,19,194
04/15/2008,22,194
04/16/2008,1,194
04/16/2008,4,198.5
04/16/2008,7,203
04/16/2008,10,204.5
04/16/2008,13,206
04/16/2008,16,201
04/16/2008,19,196
04/16/2008,22,189
04/17/2008,1,182
04/17/2008,4,182
04/17/2008,7,182
04/17/2008,10,185
04/17/2008,13,188
04/17/2008,16,186.5
04/17/2008,19,185
04/17/2008,22,181.5
04/18/2008,1,178
04/18/2008,4,175
04/18/2008,7,172
04/18/2008,10,174
04/18/2008,13,176
04/18/2008,16,175
04/18/2008,19,174
04/18/2008,22,172
04/19/2008,1,170
04/19/2008,4,168
04/19/2008,7,166
04/19/2008,10,171
04/19/2008,13,176
04/19/2008,16,178
04/19/2008,19,180
04/19/2008,22,180
04/20/2008,1,180
04/20/2008,4,176.5
04/20/2008,7,173
04/20/2008,10,169.5
04/20/2008,13,166
04/20/2008,16,169
04/20/2008,19,172
04/20/2008,22,179
04/21/2008,1,186
04/21/2008,4,176
04/21/2008,7,166
04/21/2008,10,161
04/21/2008,13,156
04/21/2008,16,156
04/21/2008,19,156
04/21/2008,22,168
04/22/2008,1,180
04/22/2008,4,176
04/22/2008,7,172
04/22/2008,10,170
04/22/2008,13,168
04/22/2008,16,171
04/22/2008,19,174
04/22/2008,22,180
04/23/2008,1,186
04/23/2008,4,187
04/23/2008,7,188
04/23/2008,10,185
04/23/2008,13,182
04/23/2008,16,179.5
04/23/2008,19,177
04/23/2008,22,182.5
04/24/2008,1,188
04/24/2008,4,187
04/24/2008,7,186
04/24/2008,10,180
04/24/2008,13,174
04/24/2008,16,170
04/24/2008,19,166
04/24/2008,22,171
04/25/2008,1,176
04/25/2008,4,181.5
04/25/2008,7,187
04/25/2008,10,184.5
04/25/2008,13,182
04/25/2008,16,182
04/25/2008,19,182
04/25/2008,22,188
04/26/2008,1,194
04/26/2008,4,200
04/26/2008,7,206
04/26/2008,10,206
04/26/2008,13,206
04/26/2008,16,204
04/26/2008,19,202
04/26/2008,22,204
04/27/2008,1,206
04/27/2008,4,215
04/27/2008,7,224
04/27/2008,10,222
04/27/2008,13,220
04/27/2008,16,215
04/27/2008,19,210
04/27/2008,22,205.5
04/28/2008,1,201
04/28/2008,4,203
04/28/2008,7,205
04/28/2008,10,197.5
04/28/2008,13,190
04/28/2008,16,181
04/28/2008,19,172
04/28/2008,22,166
04/29/2008,1,160
04/29/2008,4,174
04/29/2008,7,188
04/29/2008,10,190
04/29/2008,13,192
04/29/2008,16,194
04/29/2008,19,196
04/29/2008,22,194
04/30/2008,1,192
04/30/2008,4,202
04/30/2008,7,212
04/30/2008,10,212
04/30/2008,13,212
04/30/2008,16,207
04/30/2008,19,202
04/30/2008,22,198
05/01/2008,1,194
05/01/2008,4,197
05/01/2008,7,200
05/01/2008,10,196
05/01/2008,13,192
05/01/2008,16,186
05/01/2008,19,180
05/01/2008,22,172
05/02/2008,1,164
05/02/2008,4,166
05/02/2008,7,168
05/02/2008,10,165.5
05/02/2008,13,163
05/02/2008,16,157.5
05/02/2008,19,152
05/02/2008,22,150
05/03/2008,1,148
05/03/2008,4,147
05/03/2008,7,146
05/03/2008,10,155
05/03/2008,13,164
05/03/2008,16,165
05/03/2008,19,166
05/03/2008,22,166.5
05/04/2008,1,167
05/04/2008,4,167
05/04/2008,7,167
05/04/2008,10,169.5
05/04/2008,13,172
05/04/2008,16,174
05/04/2008,19,176
05/04/2008,22,177
05/05/2008,1,178
05/05/2008,4,176.5
05/05/2008,7,175
05/05/2008,10,175
05/05/2008,13,175
05/05/2008,16,180.5
05/05/2008,19,186
05/05/2008,22,199
05/06/2008,1,212
05/06/2008,4,230
05/06/2008,7,252
05/06/2008,10,266
05/06/2008,13,280
05/06/2008,16,292
05/06/2008,19,300
05/06/2008,22,304
05/07/2008,1,308
05/07/2008,4,312
05/07/2008,7,315
05/07/2008,10,318
05/07/2008,13,320
05/07/2008,16,321
05/07/2008,19,321
05/07/2008,22,328
05/08/2008,1,336
05/08/2008,4,344
05/08/2008,7,354
05/08/2008,10,360
05/08/2008,13,362
05/08/2008,16,363
05/08/2008,19,363
05/08/2008,22,365
05/09/2008,1,374
05/09/2008,4,379
05/09/2008,7,382
05/09/2008,10,378
05/09/2008,13,374
05/09/2008,16,370
05/09/2008,19,366
05/09/2008,22,364
05/10/2008,1,364
05/10/2008,4,364
05/10/2008,7,362
05/10/2008,10,369
05/10/2008,13,368
05/10/2008,16,365
05/10/2008,19,362
05/10/2008,22,363
05/11/2008,1,366
05/11/2008,4,371
05/11/2008,7,375
05/11/2008,10,374
05/11/2008,13,371
05/11/2008,16,367
05/11/2008,19,363
05/11/2008,22,362
05/12/2008,1,361
05/12/2008,4,366
05/12/2008,7,370
05/12/2008,10,367
05/12/2008,13,364
05/12/2008,16,356
05/12/2008,19,352
05/12/2008,22,353
05/13/2008,1,356
05/13/2008,4,356
05/13/2008,7,356
05/13/2008,10,354
05/13/2008,13,352
05/13/2008,16,350
05/13/2008,19,346
05/13/2008,22,344
05/14/2008,1,342
05/14/2008,4,342
05/14/2008,7,345
05/14/2008,10,346
05/14/2008,13,346
05/14/2008,16,346
05/14/2008,19,346
05/14/2008,22,344
05/15/2008,1,340
05/15/2008,4,334
05/15/2008,7,328
05/15/2008,10,328
05/15/2008,13,324
05/15/2008,16,316
05/15/2008,19,306
05/15/2008,22,296
05/16/2008,1,286
05/16/2008,4,282
05/16/2008,7,282
05/16/2008,10,282
05/16/2008,13,282
05/16/2008,16,280
05/16/2008,19,276
05/16/2008,22,270
05/17/2008,1,266
05/17/2008,4,266
05/17/2008,7,266
05/17/2008,10,270
05/17/2008,13,272
05/17/2008,16,270
05/17/2008,19,266
05/17/2008,22,264
05/18/2008,1,262
05/18/2008,4,262
05/18/2008,7,262
05/18/2008,10,262
05/18/2008,13,262
05/18/2008,16,262
05/18/2008,19,262
05/18/2008,22,266
05/19/2008,1,270
05/19/2008,4,270
05/19/2008,7,270
05/19/2008,10,267.5
05/19/2008,13,265
05/19/2008,16,264
05/19/2008,19,263
05/19/2008,22,266.5
05/20/2008,1,270
05/20/2008,4,277
05/20/2008,7,282
05/20/2008,10,290
05/20/2008,13,294
05/20/2008,16,296
05/20/2008,19,298
05/20/2008,22,306
05/21/2008,1,318
05/21/2008,4,326
05/21/2008,7,330
05/21/2008,10,338
05/21/2008,13,342
05/21/2008,16,342
05/21/2008,19,342
05/21/2008,22,346
05/22/2008,1,352
05/22/2008,4,358
05/22/2008,7,360
05/22/2008,10,360
05/22/2008,13,360
05/22/2008,16,360
05/22/2008,19,356
05/22/2008,22,356
05/23/2008,1,356
05/23/2008,4,356
05/23/2008,7,355
05/23/2008,10,354
05/23/2008,13,346
05/23/2008,16,337
05/23/2008,19,330
05/23/2008,22,322
05/24/2008,1,314
05/24/2008,4,314
05/24/2008,7,314
05/24/2008,10,314
05/24/2008,13,312
05/24/2008,16,307
05/24/2008,19,301
05/24/2008,22,295
05/25/2008,1,295
05/25/2008,4,293
05/25/2008,7,293
05/25/2008,10,288
05/25/2008,13,286
05/25/2008,16,282
05/25/2008,19,276
05/25/2008,22,270
05/26/2008,1,266
05/26/2008,4,266
05/26/2008,7,266
05/26/2008,10,256
05/26/2008,13,250
05/26/2008,16,244
05/26/2008,19,234
05/26/2008,22,232
05/27/2008,1,232
05/27/2008,4,242
05/27/2008,7,256
05/27/2008,10,263
05/27/2008,13,265
05/27/2008,16,270
05/27/2008,19,268
05/27/2008,22,264
05/28/2008,1,268
05/28/2008,4,274
05/28/2008,7,280
05/28/2008,10,286
05/28/2008,13,286
05/28/2008,16,286
05/28/2008,19,283
05/28/2008,22,280
05/29/2008,1,279
05/29/2008,4,282.5
05/29/2008,7,286
05/29/2008,10,287
05/29/2008,13,288
05/29/2008,16,288
05/29/2008,19,288
05/29/2008,22,287
05/30/2008,1,286
05/30/2008,4,289
05/30/2008,7,292
05/30/2008,10,294
05/30/2008,13,296
05/30/2008,16,296
05/30/2008,19,296
05/30/2008,22,295
05/31/2008,1,294
05/31/2008,4,295.5
05/31/2008,7,297
05/31/2008,10,298.5
05/31/2008,13,300
05/31/2008,16,297
05/31/2008,19,294
05/31/2008,22,290
06/01/2008,1,286
06/01/2008,4,283
06/01/2008,7,280
06/01/2008,10,278
06/01/2008,13,276
06/01/2008,16,275
06/01/2008,19,274
06/01/2008,22,271
06/02/2008,1,268
06/02/2008,4,262
06/02/2008,7,256
06/02/2008,10,252.5
06/02/2008,13,249
06/02/2008,16,252.5
06/02/2008,19,256
06/02/2008,22,257
06/03/2008,1,258
06/03/2008,4,258.5
06/03/2008,7,259
06/03/2008,10,260.5
06/03/2008,13,262
06/03/2008,16,266
06/03/2008,19,270
06/03/2008,22,279
06/04/2008,1,288
06/04/2008,4,298
06/04/2008,7,304
06/04/2008,10,330
06/04/2008,13,336
06/04/2008,16,340
06/04/2008,19,344
06/04/2008,22,358
06/05/2008,1,362
06/05/2008,4,364
06/05/2008,7,364
06/05/2008,10,362
