Name Author,About,Genres,Url author,Images Url,BirthDate,DeathDate,avgRating,reviewsCount,RatingsCount,Influences
A.G. Riddle,"A.G. Riddle spent ten years starting internet companies before retiring to pursue his true passion: writing fiction.His debut novel, The Atlantis Gene, is the first book in The Origin Mystery, the trilogy that has sold a million copies in the US, is being translated into 19 languages, and is in development at CBS Films to be a major motion picture. The trilogy will be in bookstores (in hardcover and paperback) around the world in 2015.His recently released fourth novel, Departure, follows the survivors of a flight that takes off in 2014 and crash-lands in a changed world. The hardcover will be published by HarperCollins in the fall of 2015, and 20th Century Fox is developing the novel for a feature film. Riddle grew up in a small town in th A.G. Riddle spent ten years starting internet companies before retiring to pursue his true passion: writing fiction.His debut novel, The Atlantis Gene, is the first book in The Origin Mystery, the trilogy that has sold a million copies in the US, is being translated into 19 languages, and is in development at CBS Films to be a major motion picture. The trilogy will be in bookstores (in hardcover and paperback) around the world in 2015.His recently released fourth novel, Departure, follows the survivors of a flight that takes off in 2014 and crash-lands in a changed world. The hardcover will be published by HarperCollins in the fall of 2015, and 20th Century Fox is developing the novel for a feature film. Riddle grew up in a small town in the US (Boiling Springs, North Carolina) and graduated from UNC-Chapel Hill. During his sophomore year of college, he started his first company with a childhood friend. He currently lives in Florida with his wife, who endures his various idiosyncrasies in return for being the first to read his new novels.No matter where he is, or what's going on, he tries his best to set aside time every day to answer emails and messages from readers. You can reach him at: ag@agriddle.com** For a sneak peek at new novels, free stories, and more, join the email list at: www.agriddle.com/emailIf you don't want to miss any Riddle news, you can:Like the A.G. Riddle Facebook page: facebook.com/agriddleFollow A.G. Riddle on Twitter: twitter.com/riddlistFor more, please visit:AGRiddle.com* * * ...more","Science Fiction, Suspense, Thriller",https://www.goodreads.com/author/show/3087199.A_G_Riddle,https://images.gr-assets.com/authors/1400769349p5/3087199.jpg,,,4.01,19562,346462,
A.G. Russo,,,https://www.goodreads.com/author/show/8507373.A_G_Russo,,,,4.33,155,1899,
A.J. Finn,"A.J. Finn, pseudonym for Daniel Mallory, has written for numerous publications, including the Los Angeles Times, the Washington Post, and the Times Literary Supplement (UK). A native of New York, Finn lived in England for ten years as a book editor before returning to New York City.",Thriller,https://www.goodreads.com/author/show/7992137.A_J_Finn,https://images.gr-assets.com/authors/1513715025p5/7992137.jpg,,,3.94,62884,807792,
A.J. Jacobs,,,https://www.goodreads.com/author/show/21237888.A_J_Jacobs,https://images.gr-assets.com/authors/1632261989p5/21237888.jpg,,,3.75,13342,135393,
A.J. Mouse,,,https://www.goodreads.com/author/show/16515326.A_J_Mouse,https://i.ytimg.com/vi/1ArkU0yUHRg/mqdefault.jpg,,,4.21,33,382,
A.K. Smith-Ford,,,https://www.goodreads.com/author/show/20216143.A_K_Smith_Ford,,,,4.33,2,189,
A.M. Shine,"A. M. Shine is an author of Literary Horror from the west of Ireland. It was there that at a young age he discovered a passion for classic horror stories, and where he received his Masters in history, before ultimately sharpening his quill to pursue a life devoted to all things literary and macabre. His writing is inspired by the trinity of horror, history, and superstition, and he has tormented, toyed with, and tortured more characters than he will ever confess to.Owing to a fascination with the works of Edgar Allan Poe and his ilk, A. M. Shine’s earlier writings were Gothic in their style and imagination. When his focus turned to novels he refined his craft as an author of Irish horror – stories influenced by his country’s culture, landsc A. M. Shine is an author of Literary Horror from the west of Ireland. It was there that at a young age he discovered a passion for classic horror stories, and where he received his Masters in history, before ultimately sharpening his quill to pursue a life devoted to all things literary and macabre. His writing is inspired by the trinity of horror, history, and superstition, and he has tormented, toyed with, and tortured more characters than he will ever confess to.Owing to a fascination with the works of Edgar Allan Poe and his ilk, A. M. Shine’s earlier writings were Gothic in their style and imagination. When his focus turned to novels he refined his craft as an author of Irish horror – stories influenced by his country’s culture, landscape, and language, but which draw their dark atmosphere and eloquence from the Gothic canon of his past.He is represented by John Baker of Bell Lomax Moreton Literary Agency. ...more","Mystery, Paranormal, Horror",https://www.goodreads.com/author/show/7396492.A_M_Shine,https://images.gr-assets.com/authors/1637854169p5/7396492.jpg,,,3.91,3656,24814,
A.N. Roquelaure,Howard Allen Frances O'Brien RiceakaAnne Rice Howard Allen Frances O'Brien RiceakaAnne Rice ...more,Erotica,https://www.goodreads.com/author/show/437669.A_N_Roquelaure,https://images.gr-assets.com/authors/1595149180p5/437669.jpg,04/10/1941 0:00,,3.51,8115,133293,
A.P.J. Abdul Kalam,"Avul Pakir Jainulabdeen Abdul Kalam (Tamil: அவுல் பகீர் ஜைனுலாப்தீன் அப்துல் கலாம்) usually referred to as A. P. J. Abdul Kalam, was one of India's most distinguished scientists. He was an Aerospace engineer, professor, and chancellor of the Indian Institute of Space Science and Technology (IIST), who served as the 11th President of India from 2002 to 2007. During his term as President, he was popularly known as the People's President.Before his term as India's president, he worked as an aeronautical engineer with DRDO (Defence Research and Development Organisation) and ISRO (Indian Space Research Organisation). He was responsible for the development of India's first satellite launch vehicle,the SLV-3 He is popularly known as the Missile Ma Avul Pakir Jainulabdeen Abdul Kalam (Tamil: அவுல் பகீர் ஜைனுலாப்தீன் அப்துல் கலாம்) usually referred to as A. P. J. Abdul Kalam, was one of India's most distinguished scientists. He was an Aerospace engineer, professor, and chancellor of the Indian Institute of Space Science and Technology (IIST), who served as the 11th President of India from 2002 to 2007. During his term as President, he was popularly known as the People's President.Before his term as India's president, he worked as an aeronautical engineer with DRDO (Defence Research and Development Organisation) and ISRO (Indian Space Research Organisation). He was responsible for the development of India's first satellite launch vehicle,the SLV-3 He is popularly known as the Missile Man of India for his work on development of ballistic missile and space rocket technology. Kalam played a pivotal organisational, technical and political role in India's Pokhran-II nuclear test in 1998, the first since the original nuclear test by India in 1974.He has the unique honour of receiving honorary doctorates from thirty universities and the country's three highest civilian honours - Padma Bhushan (1981), Padma Vibhushan (1990) and Bharat Ratna (1997).Former President Dr. A. P. J. Abdul Kalam, who became popular as ‘People’s President’, passed away on July 27th, 2015 at the age of 83 in Shillong, India. ...more","Biography, Nonfiction",https://www.goodreads.com/author/show/986042.A_P_J_Abdul_Kalam,https://images.gr-assets.com/authors/1478315958p5/986042.jpg,15/10/1931 0:00,27/07/2015 0:00,4.26,4164,85942,
A.R. Merrydew,"Born in Dorking Surrey, England, Anthony R Merrydew, was educated at the Andrew Cairns boy’s school, and several colleges in West Sussex. He wrote his first manuscript ‘Malakoff’, during the early seventies, when he lived and worked in Besancon, France. For reasons best known to him, this remains to this day a work in progress.His first published work, ‘Our Blue Orange’, was a sci-fi story, which revolved around his fascination for automation, and the world of data. The novel took eight years to complete in his spare time. The second novel in the series, ‘The Girl with the Porcelain Lips’, was published October 20th, 2023, and has been well received.The third novel in the Science Fiction series, as yet untitled, is planned for publication l Born in Dorking Surrey, England, Anthony R Merrydew, was educated at the Andrew Cairns boy’s school, and several colleges in West Sussex. He wrote his first manuscript ‘Malakoff’, during the early seventies, when he lived and worked in Besancon, France. For reasons best known to him, this remains to this day a work in progress.His first published work, ‘Our Blue Orange’, was a sci-fi story, which revolved around his fascination for automation, and the world of data. The novel took eight years to complete in his spare time. The second novel in the series, ‘The Girl with the Porcelain Lips’, was published October 20th, 2023, and has been well received.The third novel in the Science Fiction series, as yet untitled, is planned for publication later in 2024.Anthony has also published a compilation of his poetry, ‘From the Pen of an Aquarian’ in 2023. An audio version of his books are available from Audible.com.Anthony currently lives, and travels in his motor home named ‘Vera’, nearly full time, promoting his writing, poetry and AI Artwork on social media platforms. ...more","Science Fiction, Travel, Poetry",https://www.goodreads.com/author/show/14407836.A_R_Merrydew,https://images.gr-assets.com/authors/1673956513p5/14407836.jpg,,,4.25,65,6440,
A.R. Torre,"A.R. Torre is a pseudonym of Alessandra Torre and is her dark alter ego. While Alessandra writes spicy romances, A.R. focuses on twisted stories filled with secrets, suspense, drama, and danger.Alessandra/A.R. is a multi-time Goodreads Choice Nominee. Her books have hit the New York Times, Wall Street Journal, USA Today, and Amazon Charts bestseller lists. Over a million readers have enjoyed her novels in more than thirty countries.In addition to writing, Alessandra teaches online courses to aspiring and published authors via www.alessandratorreink.com. She hosts an annual conference (Inkers Con) and has built a community of over 40,000 authors.Alessandra is also the CEO of BingeBooks.com. A.R. Torre is a pseudonym of Alessandra Torre and is her dark alter ego. While Alessandra writes spicy romances, A.R. focuses on twisted stories filled with secrets, suspense, drama, and danger.Alessandra/A.R. is a multi-time Goodreads Choice Nominee. Her books have hit the New York Times, Wall Street Journal, USA Today, and Amazon Charts bestseller lists. Over a million readers have enjoyed her novels in more than thirty countries.In addition to writing, Alessandra teaches online courses to aspiring and published authors via www.alessandratorreink.com. She hosts an annual conference (Inkers Con) and has built a community of over 40,000 authors.Alessandra is also the CEO of BingeBooks.com. ...more","Thriller, Suspense, Mystery",https://www.goodreads.com/author/show/11839474.A_R_Torre,https://images.gr-assets.com/authors/1661576834p5/11839474.jpg,,,4.02,30981,344096,
A.S. Byatt,"A.S. Byatt (Antonia Susan Byatt) is internationally known for her novels and short stories. Her novels include the Booker Prize winner Possession, The Biographer’s Tale and the quartet, The Virgin in the Garden, Still Life, Babel Tower and A Whistling Woman, and her highly acclaimed collections of short stories include Sugar and Other Stories, The Matisse Stories, The Djinn in the Nightingale’s Eye, Elementals and her most recent book Little Black Book of Stories. A distinguished critic as well as a writer of fiction, A S Byatt was appointed CBE in 1990 and DBE in 1999.BYATT, Dame Antonia (Susan), (Dame Antonia Duffy), DBE 1999 (CBE 1990); FRSL 1983; Chevalier de l’Ordre des Arts et des Lettres (France), 2003 , writer; born 24 Aug. 1936;Dau A.S. Byatt (Antonia Susan Byatt) is internationally known for her novels and short stories. Her novels include the Booker Prize winner Possession, The Biographer’s Tale and the quartet, The Virgin in the Garden, Still Life, Babel Tower and A Whistling Woman, and her highly acclaimed collections of short stories include Sugar and Other Stories, The Matisse Stories, The Djinn in the Nightingale’s Eye, Elementals and her most recent book Little Black Book of Stories. A distinguished critic as well as a writer of fiction, A S Byatt was appointed CBE in 1990 and DBE in 1999.BYATT, Dame Antonia (Susan), (Dame Antonia Duffy), DBE 1999 (CBE 1990); FRSL 1983; Chevalier de l’Ordre des Arts et des Lettres (France), 2003 , writer; born 24 Aug. 1936;Daughter of His Honour John Frederick Drabble, QC and late Kathleen Marie BloorByatt has famously been engaged in a long-running feud with her novelist sister, Margaret Drabble, over the alleged appropriation of a family tea-set in one of her novels. The pair seldom see each other and each does not read the books of the other.Married1st, 1959, Ian Charles Rayner Byatt (Sir I. C. R. Byatt) marriage dissolved. 1969; one daughter (one son deceased)2nd, 1969, Peter John Duffy; two daughters.EducationSheffield High School; The Mount School, York; Newnham College, Cambridge (BA Hons; Hon. Fellow 1999); Bryn Mawr College, Philadelphia, USA; Somerville College, Oxford.Academic Honours:Hon. Fellow, London Inst., 2000; Fellow UCL, 2004Hon. DLitt: Bradford, 1987; DUniv York, 1991; Durham, 1991; Nottingham, 1992; Liverpool, 1993; Portsmouth, 1994; London, 1995; Sheffield, 2000; Kent 2004; Hon. LittD Cambridge, 1999PrizesThe PEN/Macmillan Silver Pen Of Fiction prize, 1986 for STILL LIFEThe Booker Prize, 1990, for POSSESSIONIrish Times/Aer Lingus International Fiction Prize, 1990 for POSSESSIONThe Eurasian section of Best Book in Commonwealth Prize, 1991 for POSSESSIONPremio Malaparte, Capri, 1995;Mythopoeic Fantasy Award for Adult Literature, California, 1998 for THE DJINN IN THE NIGHTINGALE''S EYEShakespeare Prize, Toepfer Foundation, Hamburg, 2002;Publications:The Shadow of the Sun, 1964;Degrees of Freedom, 1965 (reprinted as Degrees of Freedom: the early novels of Iris Murdoch, 1994);The Game, 1967;Wordsworth and Coleridge in their Time, 1970 (reprinted as Unruly Times: Wordsworth and Coleridge in their Time, 1989);Iris Murdoch 1976The Virgin in the Garden, 1978;GEORGE ELIOT Selected Essays, Poems and Other Writings , 1979 (editor);Still Life, 1985Sugar and Other Stories, 1987;George Eliot: selected essays, 1989 (editor)Possession: a romance, 1990Robert Browning''s Dramatic Monologues, 1990 (editor);Passions of the Mind, (essays), 1991;Angels and Insects (novellas),1992The Matisse Stories (short stories),1993;The Djinn in the Nightingale''s Eye: five fairy stories, 1994Imagining Characters, 1995 (joint editor);New Writing 4, 1995 (joint editor);Babel Tower, 1996;New Writing 6, 1997 (joint editor);The Oxford Book of English Short Stories, 1998 (editor);Elementals: Stories of fire and ice (short stories), 1998;The Biographer''s Tale, 2000;On Histories and Stories (essays), 2000;Portraits in Fiction, 2001;The Bird Hand Book, 2001 (Photographs by Victor Schrager Text By AS Byatt);A Whistling Woman, 2002Little ...more","Literature & Fiction, Nonfiction",https://www.goodreads.com/author/show/1169504.A_S_Byatt,https://images.gr-assets.com/authors/1388376297p5/1169504.jpg,24/08/1936 0:00,16/11/2023 0:00,3.87,20398,298024,"Robert Browning,  D.H. Lawrence, T.S. Eliot, Iris Murdoch, Emily Dickinson, Henry James, George Eliot"
A.S. King,"A.S. King is the author of the highly-acclaimed I CRAWL THROUGH IT, Walden Award winner GLORY O'BRIEN'S HISTORY OF THE FUTURE, REALITY BOY, 2013 LA Times Book Prize winner ASK THE PASSENGERS, 2012 ALA Top Ten Book for Young Adults EVERYBODY SEES THE ANTS, and 2011 Michael L. Printz Honor Book PLEASE IGNORE VERA DIETZ and THE DUST OF 100 DOGS as well as a collection of award-winning short stories for adults, MONICA NEVER SHUTS UP.Look for Amy's work in anthologies DEAR BULLY, BREAK THESE RULES, ONE DEATH NINE STORIES, and LOSING IT. Two more YA novels to come in 2016 &amp; 2018. Find more at www.as-king.com.p.s.- If I don't accept your friend request, don't feel sad. It's because I don't really use Goodreads even though I'm completely thrilled t A.S. King is the author of the highly-acclaimed I CRAWL THROUGH IT, Walden Award winner GLORY O'BRIEN'S HISTORY OF THE FUTURE, REALITY BOY, 2013 LA Times Book Prize winner ASK THE PASSENGERS, 2012 ALA Top Ten Book for Young Adults EVERYBODY SEES THE ANTS, and 2011 Michael L. Printz Honor Book PLEASE IGNORE VERA DIETZ and THE DUST OF 100 DOGS as well as a collection of award-winning short stories for adults, MONICA NEVER SHUTS UP.Look for Amy's work in anthologies DEAR BULLY, BREAK THESE RULES, ONE DEATH NINE STORIES, and LOSING IT. Two more YA novels to come in 2016 &amp; 2018. Find more at www.as-king.com.p.s.- If I don't accept your friend request, don't feel sad. It's because I don't really use Goodreads even though I'm completely thrilled that you do! ...more","Literature & Fiction, Short Stories, Young Adult",https://www.goodreads.com/author/show/1651879.A_S_King,https://images.gr-assets.com/authors/1323437957p5/1651879.jpg,,,3.85,17704,115829,
A.S.A. Harrison,"A. S. A (Susan) Harrison’s previous books include Orgasms (Coach House Press, 1974), Revelations, with Margaret Dragu (Nightwood Editions, 1987), and Zodicat Speaks (Viking Penguin, 1996). The Silent Wife is her debut novel and she was at work on a new psychological thriller when she died in 2013, aged 65. Harrison was married to the visual artist John Massey and lived in Toronto.","Thriller, Nonfiction",https://www.goodreads.com/author/show/4672071.A_S_A_Harrison,https://images.gr-assets.com/authors/1395291484p5/4672071.jpg,,14/04/2013 0:00,3.29,10805,114901,
A.W. Tozer,"Aiden Wilson Tozer was an American evangelical pastor, speaker, writer, and editor. After coming to Christ at the age of seventeen, Tozer found his way into the Christian &amp; Missionary Alliance denomination where he served for over forty years. In 1950, he was appointed by the denomination's General Council to be the editor of ""The Alliance Witness"" (now ""Alliance Life"").Born into poverty in western Pennsylvania in 1897, Tozer died in May 1963 a self-educated man who had taught himself what he missed in high school and college due to his home situation. Though he wrote many books, two of them, ""The Pursuit of God"" and ""The Knowledge of the Holy"" are widely considered to be classics.A.W. Tozer and his wife, Ada Cecelia Pfautz, had seven child Aiden Wilson Tozer was an American evangelical pastor, speaker, writer, and editor. After coming to Christ at the age of seventeen, Tozer found his way into the Christian &amp; Missionary Alliance denomination where he served for over forty years. In 1950, he was appointed by the denomination's General Council to be the editor of ""The Alliance Witness"" (now ""Alliance Life"").Born into poverty in western Pennsylvania in 1897, Tozer died in May 1963 a self-educated man who had taught himself what he missed in high school and college due to his home situation. Though he wrote many books, two of them, ""The Pursuit of God"" and ""The Knowledge of the Holy"" are widely considered to be classics.A.W. Tozer and his wife, Ada Cecelia Pfautz, had seven children, six boys and one girl. ...more","Christian, Religion",https://www.goodreads.com/author/show/1082290.A_W_Tozer,https://images.gr-assets.com/authors/1251928254p5/1082290.jpg,13/12/1901 0:00,12/05/1963 0:00,4.39,7561,138715,
Aaron Reynolds,"Librarian Note: There is more than one author by this name in the Goodreads database.Aaron Reynolds is a New York Times Bestselling Author of many highly acclaimed books for kids, including Dude!, Creepy Carrots!, Creepy Pair of Underwear!, Nerdy Birdy, and tons more. He frequently visits schools and his highly participatory presentations are a blast for kids and teachers alike. He lives in the Chicago area with his wife, two kids, four cats, and between three and ten fish, depending on the day.(source: Amazon)",Children's,https://www.goodreads.com/author/show/19748106.Aaron_Reynolds,,,,4.13,6348,41820,
